ID,Pick Number,Team PF,Team Y/P,Team 1stD,Team Cmp,Team Att,Team Yds.1,Team TD,Team Int,Team NY/A,Team Att.1,Team Yds.2,Team TD.1,Team Y/A,Team 1stD.2,Team Sc%,Team Yds.4,Team Pts,Opp. PF,Opp. Y/P,Opp. TO,Opp. 1stD,Opp. Cmp,Opp. Yds.1,Opp. TD,Opp. Int,Opp. NY/A,Opp. Att.1,Opp. Yds.2,Opp. TD.1,Opp. Y/A,Opp. 1stD.2,Opp. Sc%,Opp. Yds.4,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds.1,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank Att.1,Off. Rank Yds.2,Off. Rank TD.1,Off. Rank Y/A,Off. Rank Sc%,Off. Rank Yds.4,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank TO,Def. Rank 1stD,Def. Rank Yds.1,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank Att.1,Def. Rank Yds.2,Def. Rank TD.1,Def. Rank Y/A,Def. Rank Sc%,Def. Rank Yds.4,Def. Rank Pts
547,6,432.0,5.2,291.0,291.0,538.0,3441.0,27.0,15.0,6.0,426.0,1764.0,16.0,4.1,91.0,38.5,27.0,2.05,388.0,5.4,38.0,327.0,343.0,3805.0,25.0,20.0,6.0,439.0,1991.0,18.0,4.5,108.0,33.7,29.3,1.89,3.0,19.0,22.0,21.0,16.0,3.0,12.0,15.0,19.0,17.0,11.0,16.0,4.0,22.0,4.0,26.0,27.0,3.0,27.0,27.0,25.0,7.0,23.0,16.0,19.0,27.0,26.0,11.0,22.0,23.0
548,7,328.0,5.1,275.0,268.0,462.0,2762.0,18.0,9.0,5.5,455.0,2089.0,19.0,4.6,105.0,31.5,27.3,1.78,315.0,5.1,27.0,324.0,314.0,3264.0,19.0,14.0,5.9,487.0,2071.0,14.0,4.3,112.0,31.8,30.3,1.7,21.0,25.0,25.0,30.0,28.0,24.0,1.0,24.0,12.0,10.0,7.0,5.0,19.0,21.0,18.0,9.0,20.0,18.0,25.0,14.0,9.0,22.0,19.0,26.0,25.0,11.0,19.0,16.0,25.0,17.0
549,8,258.0,4.5,238.0,255.0,464.0,2694.0,15.0,22.0,5.3,452.0,1586.0,11.0,3.5,82.0,19.4,20.1,1.08,302.0,4.5,33.0,271.0,293.0,2993.0,18.0,17.0,5.2,448.0,1653.0,12.0,3.7,95.0,25.5,21.8,1.33,30.0,31.0,30.0,29.0,30.0,30.0,25.0,27.0,13.0,25.0,21.0,31.0,30.0,31.0,30.0,5.0,2.0,7.0,3.0,4.0,7.0,15.0,4.0,19.0,8.0,6.0,1.0,30.0,2.0,3.0
550,9,390.0,5.7,350.0,337.0,558.0,3685.0,19.0,23.0,6.1,473.0,2507.0,26.0,5.3,139.0,35.6,32.3,2.01,442.0,6.0,23.0,315.0,335.0,4103.0,33.0,16.0,7.2,394.0,1666.0,15.0,4.2,83.0,36.9,30.7,2.13,8.0,2.0,4.0,13.0,9.0,20.0,30.0,12.0,8.0,1.0,1.0,1.0,11.0,6.0,7.0,30.0,26.0,27.0,20.0,29.0,32.0,19.0,32.0,6.0,10.0,17.0,17.0,4.0,27.0,30.0
551,10,316.0,4.9,261.0,262.0,479.0,2847.0,20.0,14.0,5.5,427.0,1792.0,9.0,4.2,90.0,27.6,24.9,1.48,354.0,5.0,31.0,316.0,360.0,3591.0,16.0,25.0,5.9,471.0,1762.0,17.0,3.7,95.0,32.5,27.9,1.66,23.0,26.0,27.0,25.0,27.0,19.0,9.0,25.0,18.0,16.0,26.0,14.0,24.0,26.0,24.0,19.0,22.0,8.0,23.0,26.0,4.0,2.0,20.0,22.0,13.0,23.0,2.0,14.0,17.0,15.0
552,11,355.0,5.5,347.0,361.0,587.0,4078.0,19.0,16.0,6.6,430.0,1740.0,17.0,4.0,104.0,33.0,32.4,1.79,369.0,5.4,30.0,356.0,321.0,3411.0,21.0,19.0,5.9,500.0,2441.0,18.0,4.9,140.0,34.5,33.1,1.92,16.0,7.0,5.0,7.0,3.0,20.0,17.0,6.0,17.0,20.0,9.0,22.0,17.0,5.0,17.0,23.0,28.0,11.0,30.0,18.0,15.0,8.0,16.0,30.0,32.0,27.0,32.0,9.0,30.0,25.0
553,12,316.0,5.4,315.0,408.0,635.0,4154.0,24.0,27.0,6.1,343.0,1405.0,11.0,4.1,76.0,28.6,29.4,1.6,369.0,5.3,26.0,282.0,292.0,3209.0,15.0,12.0,6.4,445.0,1816.0,15.0,4.1,105.0,30.9,27.7,1.59,23.0,13.0,14.0,1.0,2.0,11.0,32.0,11.0,32.0,30.0,21.0,20.0,22.0,12.0,23.0,23.0,13.0,22.0,8.0,12.0,2.0,24.0,26.0,18.0,14.0,17.0,13.0,20.0,16.0,11.0
554,13,381.0,4.9,304.0,374.0,605.0,3577.0,28.0,14.0,5.6,395.0,1508.0,9.0,3.8,99.0,34.6,27.3,1.84,346.0,5.2,29.0,315.0,314.0,3179.0,23.0,18.0,5.6,467.0,2198.0,17.0,4.7,129.0,32.1,28.8,1.82,10.0,21.0,19.0,4.0,12.0,2.0,9.0,22.0,28.0,28.0,26.0,27.0,14.0,20.0,16.0,17.0,23.0,14.0,20.0,11.0,18.0,12.0,10.0,21.0,31.0,23.0,29.0,15.0,21.0,20.0
555,14,281.0,4.5,260.0,310.0,543.0,3051.0,22.0,18.0,5.2,382.0,1344.0,8.0,3.5,79.0,26.1,21.9,1.39,379.0,5.2,28.0,328.0,335.0,3530.0,24.0,9.0,6.1,504.0,2076.0,13.0,4.1,110.0,36.6,27.6,1.83,27.0,29.0,28.0,20.0,24.0,16.0,21.0,28.0,30.0,32.0,29.0,30.0,25.0,29.0,27.0,25.0,25.0,17.0,28.0,24.0,22.0,30.0,25.0,31.0,26.0,10.0,15.0,5.0,15.0,21.0
556,15,415.0,5.2,311.0,318.0,548.0,3384.0,27.0,11.0,5.8,489.0,2220.0,15.0,4.5,124.0,36.0,28.0,1.92,241.0,4.7,38.0,272.0,333.0,3094.0,18.0,15.0,5.0,390.0,1660.0,5.0,4.3,83.0,20.6,24.3,1.09,4.0,10.0,18.0,18.0,19.0,3.0,6.0,19.0,5.0,7.0,14.0,8.0,8.0,18.0,10.0,2.0,4.0,3.0,4.0,7.0,7.0,20.0,2.0,5.0,9.0,1.0,20.0,31.0,3.0,2.0
557,16,390.0,5.4,343.0,350.0,551.0,3832.0,26.0,22.0,6.6,512.0,2120.0,15.0,4.1,119.0,35.7,30.2,1.91,345.0,4.9,36.0,279.0,336.0,3460.0,19.0,19.0,5.6,359.0,1375.0,16.0,3.8,77.0,29.8,25.6,1.66,8.0,5.0,6.0,16.0,7.0,8.0,25.0,7.0,3.0,9.0,14.0,17.0,10.0,10.0,12.0,16.0,7.0,6.0,5.0,20.0,9.0,8.0,9.0,1.0,1.0,20.0,8.0,22.0,9.0,14.0
558,17,262.0,4.5,274.0,291.0,548.0,2740.0,18.0,22.0,4.7,414.0,1823.0,10.0,4.4,94.0,22.9,24.1,1.28,417.0,5.8,25.0,335.0,335.0,3874.0,29.0,17.0,7.0,490.0,2146.0,17.0,4.4,117.0,36.4,32.1,2.07,29.0,27.0,26.0,18.0,29.0,24.0,25.0,31.0,23.0,15.0,23.0,10.0,29.0,27.0,29.0,29.0,29.0,24.0,29.0,28.0,30.0,15.0,31.0,27.0,30.0,23.0,23.0,6.0,29.0,29.0
559,18,262.0,4.5,274.0,291.0,548.0,2740.0,18.0,22.0,4.7,414.0,1823.0,10.0,4.4,94.0,22.9,24.1,1.28,417.0,5.8,25.0,335.0,335.0,3874.0,29.0,17.0,7.0,490.0,2146.0,17.0,4.4,117.0,36.4,32.1,2.07,29.0,27.0,26.0,18.0,29.0,24.0,25.0,31.0,23.0,15.0,23.0,10.0,29.0,27.0,29.0,29.0,29.0,24.0,29.0,28.0,30.0,15.0,31.0,27.0,30.0,23.0,23.0,6.0,29.0,29.0
560,19,316.0,4.9,261.0,262.0,479.0,2847.0,20.0,14.0,5.5,427.0,1792.0,9.0,4.2,90.0,27.6,24.9,1.48,354.0,5.0,31.0,316.0,360.0,3591.0,16.0,25.0,5.9,471.0,1762.0,17.0,3.7,95.0,32.5,27.9,1.66,23.0,26.0,27.0,25.0,27.0,19.0,9.0,25.0,18.0,16.0,26.0,14.0,24.0,26.0,24.0,19.0,22.0,8.0,23.0,26.0,4.0,2.0,20.0,22.0,13.0,23.0,2.0,14.0,17.0,15.0
561,20,392.0,5.8,357.0,359.0,554.0,3824.0,21.0,20.0,6.4,457.0,2266.0,21.0,5.0,125.0,37.6,33.5,2.06,344.0,4.9,22.0,298.0,360.0,3337.0,15.0,9.0,5.5,379.0,1489.0,21.0,3.9,100.0,34.5,27.3,1.85,7.0,3.0,2.0,14.0,8.0,18.0,23.0,8.0,11.0,5.0,5.0,3.0,6.0,3.0,3.0,15.0,6.0,29.0,16.0,17.0,2.0,30.0,8.0,3.0,4.0,32.0,9.0,9.0,11.0,22.0
562,21,344.0,5.1,279.0,338.0,552.0,3412.0,27.0,22.0,5.8,406.0,1615.0,10.0,4.0,77.0,30.9,26.2,1.7,320.0,5.2,29.0,291.0,299.0,3269.0,20.0,17.0,6.0,483.0,2079.0,12.0,4.3,107.0,31.7,28.2,1.63,19.0,23.0,24.0,15.0,18.0,3.0,25.0,18.0,26.0,23.0,23.0,24.0,21.0,24.0,19.0,10.0,21.0,14.0,11.0,15.0,13.0,15.0,24.0,25.0,27.0,6.0,21.0,17.0,20.0,12.0
563,22,281.0,4.5,260.0,310.0,543.0,3051.0,22.0,18.0,5.2,382.0,1344.0,8.0,3.5,79.0,26.1,21.9,1.39,379.0,5.2,28.0,328.0,335.0,3530.0,24.0,9.0,6.1,504.0,2076.0,13.0,4.1,110.0,36.6,27.6,1.83,27.0,29.0,28.0,20.0,24.0,16.0,21.0,28.0,30.0,32.0,29.0,30.0,25.0,29.0,27.0,25.0,25.0,17.0,28.0,24.0,22.0,30.0,25.0,31.0,26.0,10.0,15.0,5.0,15.0,21.0
564,23,379.0,5.3,355.0,377.0,612.0,3995.0,24.0,15.0,6.0,388.0,1596.0,17.0,4.1,90.0,35.9,30.3,1.97,397.0,5.2,19.0,303.0,281.0,3067.0,24.0,10.0,5.8,473.0,2122.0,20.0,4.5,107.0,33.5,27.4,1.94,11.0,11.0,3.0,3.0,5.0,11.0,12.0,14.0,29.0,24.0,9.0,19.0,9.0,9.0,8.0,27.0,15.0,32.0,17.0,6.0,22.0,26.0,15.0,23.0,29.0,31.0,24.0,12.0,12.0,27.0
565,24,349.0,5.4,324.0,392.0,591.0,4055.0,27.0,19.0,6.6,434.0,1561.0,12.0,3.6,93.0,33.9,30.7,1.87,313.0,5.1,27.0,279.0,288.0,2917.0,19.0,10.0,5.8,459.0,1992.0,16.0,4.3,114.0,31.5,27.5,1.73,17.0,9.0,9.0,5.0,4.0,3.0,22.0,5.0,16.0,26.0,18.0,29.0,16.0,7.0,15.0,7.0,8.0,18.0,5.0,2.0,9.0,26.0,14.0,20.0,20.0,20.0,22.0,19.0,14.0,18.0
566,25,320.0,5.5,323.0,338.0,549.0,3951.0,19.0,14.0,6.9,486.0,1875.0,14.0,3.9,95.0,31.2,30.5,1.63,279.0,5.0,25.0,266.0,311.0,3119.0,17.0,11.0,5.4,407.0,1830.0,12.0,4.5,87.0,27.0,26.6,1.44,22.0,6.0,10.0,17.0,6.0,20.0,9.0,2.0,7.0,14.0,16.0,25.0,20.0,8.0,20.0,3.0,9.0,24.0,2.0,9.0,5.0,25.0,6.0,8.0,16.0,6.0,25.0,29.0,10.0,4.0
567,26,367.0,5.3,342.0,354.0,571.0,3457.0,23.0,10.0,5.8,489.0,2244.0,16.0,4.6,141.0,37.6,32.9,2.03,351.0,5.3,27.0,307.0,340.0,3506.0,23.0,19.0,6.0,394.0,1652.0,14.0,4.2,96.0,34.9,30.3,1.92,13.0,8.0,8.0,10.0,14.0,14.0,2.0,17.0,5.0,6.0,11.0,6.0,5.0,4.0,5.0,18.0,14.0,18.0,18.0,22.0,18.0,8.0,21.0,6.0,7.0,11.0,16.0,8.0,26.0,26.0
568,27,467.0,6.2,343.0,292.0,477.0,3622.0,27.0,13.0,7.2,462.0,2378.0,26.0,5.1,140.0,42.7,33.7,2.47,399.0,5.8,31.0,367.0,403.0,4181.0,27.0,18.0,6.4,431.0,2067.0,19.0,4.8,120.0,39.6,34.3,2.2,1.0,4.0,6.0,27.0,11.0,3.0,8.0,1.0,10.0,3.0,1.0,2.0,1.0,2.0,1.0,28.0,32.0,8.0,32.0,31.0,27.0,12.0,27.0,14.0,24.0,29.0,30.0,1.0,32.0,32.0
569,28,367.0,5.1,312.0,306.0,500.0,3320.0,22.0,15.0,6.4,511.0,1952.0,16.0,3.8,112.0,34.6,28.8,1.87,324.0,5.1,29.0,297.0,339.0,3540.0,27.0,18.0,5.9,372.0,1424.0,7.0,3.8,75.0,27.1,28.0,1.58,13.0,17.0,17.0,23.0,20.0,16.0,12.0,9.0,4.0,11.0,11.0,26.0,13.0,14.0,14.0,11.0,10.0,14.0,15.0,25.0,27.0,12.0,18.0,2.0,2.0,2.0,7.0,28.0,18.0,9.0
570,29,398.0,5.3,318.0,361.0,580.0,3627.0,29.0,16.0,6.0,451.0,1933.0,12.0,4.3,94.0,34.8,28.0,1.87,328.0,5.1,45.0,294.0,287.0,2987.0,24.0,24.0,5.2,413.0,1998.0,14.0,4.8,122.0,27.3,25.1,1.59,6.0,12.0,11.0,8.0,10.0,1.0,17.0,16.0,14.0,12.0,18.0,11.0,12.0,17.0,13.0,12.0,12.0,1.0,14.0,3.0,22.0,3.0,3.0,12.0,21.0,11.0,31.0,27.0,7.0,10.0
571,30,333.0,5.2,313.0,324.0,538.0,3188.0,17.0,16.0,5.7,466.0,2137.0,19.0,4.6,117.0,28.3,27.8,1.6,367.0,5.7,27.0,326.0,375.0,4295.0,26.0,17.0,6.6,410.0,1739.0,15.0,4.2,91.0,31.6,30.8,1.79,20.0,16.0,16.0,21.0,22.0,28.0,17.0,20.0,9.0,8.0,7.0,7.0,23.0,19.0,21.0,22.0,30.0,18.0,26.0,32.0,26.0,15.0,28.0,10.0,11.0,17.0,18.0,18.0,28.0,19.0
572,31,450.0,5.8,366.0,418.0,619.0,4475.0,26.0,10.0,6.8,414.0,1762.0,21.0,4.3,113.0,42.7,36.4,2.38,304.0,5.0,31.0,319.0,346.0,3526.0,21.0,21.0,5.8,384.0,1453.0,14.0,3.8,96.0,28.7,27.4,1.64,2.0,1.0,1.0,2.0,1.0,8.0,2.0,3.0,23.0,18.0,5.0,13.0,2.0,1.0,2.0,6.0,11.0,8.0,24.0,23.0,15.0,5.0,12.0,4.0,3.0,11.0,4.0,24.0,13.0,13.0
573,32,450.0,5.8,366.0,418.0,619.0,4475.0,26.0,10.0,6.8,414.0,1762.0,21.0,4.3,113.0,42.7,36.4,2.38,304.0,5.0,31.0,319.0,346.0,3526.0,21.0,21.0,5.8,384.0,1453.0,14.0,3.8,96.0,28.7,27.4,1.64,2.0,1.0,1.0,2.0,1.0,8.0,2.0,3.0,23.0,18.0,5.0,13.0,2.0,1.0,2.0,6.0,11.0,8.0,24.0,23.0,15.0,5.0,12.0,4.0,3.0,11.0,4.0,24.0,13.0,13.0
574,2,253.0,4.4,236.0,314.0,579.0,2882.0,12.0,22.0,4.7,354.0,1372.0,9.0,3.9,68.0,22.4,21.0,1.11,410.0,5.6,36.0,304.0,306.0,3642.0,25.0,24.0,6.8,521.0,2301.0,13.0,4.4,106.0,31.7,29.6,1.71,29.0,30.0,31.0,4.0,26.0,30.0,24.0,31.0,30.0,29.0,23.0,22.0,30.0,31.0,30.0,28.0,31.0,7.0,27.0,28.0,24.0,3.0,29.0,31.0,31.0,20.0,23.0,11.0,28.0,23.0
575,3,270.0,4.9,289.0,343.0,609.0,3596.0,18.0,24.0,5.3,351.0,1398.0,8.0,4.0,74.0,25.0,26.4,1.3,424.0,5.4,22.0,321.0,312.0,3528.0,30.0,16.0,6.5,470.0,1993.0,15.0,4.2,99.0,34.2,29.4,1.99,26.0,16.0,15.0,1.0,6.0,17.0,29.0,25.0,31.0,28.0,26.0,17.0,26.0,17.0,26.0,30.0,26.0,29.0,30.0,25.0,29.0,17.0,24.0,22.0,23.0,22.0,20.0,5.0,26.0,27.0
576,4,265.0,5.1,287.0,327.0,557.0,3451.0,18.0,20.0,5.7,406.0,1686.0,9.0,4.2,75.0,24.5,27.9,1.32,420.0,5.5,19.0,302.0,284.0,3159.0,23.0,11.0,6.5,482.0,2133.0,20.0,4.4,122.0,39.0,28.9,2.12,27.0,13.0,19.0,7.0,12.0,17.0,20.0,17.0,26.0,22.0,23.0,12.0,28.0,8.0,25.0,29.0,21.0,30.0,25.0,13.0,20.0,29.0,25.0,27.0,26.0,29.0,24.0,3.0,25.0,30.0
577,5,332.0,5.1,290.0,309.0,548.0,3505.0,16.0,18.0,6.1,435.0,1695.0,13.0,3.9,92.0,30.4,26.7,1.51,321.0,4.8,31.0,290.0,317.0,3400.0,24.0,19.0,5.9,449.0,1504.0,10.0,3.3,99.0,30.2,24.5,1.59,14.0,11.0,14.0,13.0,11.0,24.0,17.0,11.0,18.0,20.0,11.0,20.0,12.0,15.0,18.0,16.0,11.0,13.0,16.0,20.0,23.0,12.0,17.0,16.0,7.0,11.0,1.0,15.0,7.0,17.0
578,6,320.0,5.6,324.0,300.0,528.0,3665.0,17.0,24.0,6.5,448.0,2008.0,16.0,4.5,119.0,31.6,29.9,1.64,344.0,5.3,26.0,296.0,296.0,3164.0,19.0,13.0,6.1,481.0,2140.0,15.0,4.4,111.0,32.1,27.9,1.68,16.0,5.0,4.0,15.0,5.0,22.0,29.0,6.0,13.0,6.0,4.0,5.0,10.0,5.0,11.0,23.0,23.0,22.0,19.0,14.0,13.0,25.0,22.0,25.0,27.0,22.0,25.0,8.0,19.0,22.0
579,7,290.0,5.3,288.0,335.0,555.0,3576.0,23.0,23.0,5.9,376.0,1609.0,10.0,4.3,88.0,26.4,28.4,1.52,390.0,5.8,18.0,312.0,291.0,3367.0,16.0,8.0,6.6,477.0,2299.0,21.0,4.8,127.0,39.5,31.8,2.02,24.0,12.0,17.0,10.0,7.0,9.0,27.0,13.0,28.0,25.0,20.0,10.0,23.0,7.0,17.0,26.0,27.0,31.0,28.0,18.0,7.0,31.0,27.0,24.0,30.0,31.0,31.0,2.0,30.0,28.0
580,8,246.0,4.6,247.0,210.0,413.0,2218.0,14.0,20.0,5.0,505.0,2184.0,8.0,4.3,114.0,23.4,23.2,1.17,338.0,4.7,25.0,272.0,287.0,2889.0,20.0,9.0,5.6,472.0,1710.0,12.0,3.6,90.0,31.7,24.6,1.64,30.0,29.0,28.0,31.0,31.0,27.0,20.0,29.0,3.0,3.0,26.0,7.0,29.0,28.0,29.0,20.0,4.0,23.0,8.0,3.0,16.0,30.0,11.0,23.0,13.0,19.0,8.0,10.0,8.0,21.0
581,9,294.0,5.0,289.0,321.0,534.0,3240.0,20.0,14.0,5.4,372.0,1600.0,11.0,4.3,85.0,25.5,25.0,1.41,286.0,4.8,24.0,300.0,354.0,3459.0,13.0,12.0,5.9,469.0,1611.0,15.0,3.4,89.0,28.9,27.0,1.47,21.0,20.0,15.0,14.0,18.0,12.0,7.0,22.0,29.0,26.0,14.0,9.0,24.0,23.0,24.0,10.0,16.0,25.0,22.0,22.0,2.0,28.0,16.0,21.0,10.0,22.0,2.0,16.0,18.0,12.0
582,10,226.0,4.5,294.0,322.0,602.0,3088.0,12.0,26.0,4.9,441.0,1712.0,11.0,3.9,96.0,20.5,24.5,1.09,309.0,4.8,28.0,281.0,311.0,3157.0,23.0,13.0,5.6,453.0,1675.0,10.0,3.7,86.0,27.8,24.2,1.5,31.0,23.0,11.0,2.0,23.0,30.0,31.0,30.0,15.0,18.0,14.0,21.0,31.0,25.0,31.0,14.0,9.0,16.0,11.0,12.0,20.0,25.0,12.0,17.0,11.0,11.0,10.0,21.0,5.0,16.0
583,11,413.0,5.8,343.0,349.0,557.0,3989.0,27.0,23.0,6.8,438.0,1966.0,16.0,4.5,110.0,36.4,30.5,1.97,486.0,5.7,25.0,323.0,311.0,3600.0,30.0,15.0,6.6,455.0,2115.0,20.0,4.6,108.0,41.5,29.5,2.28,2.0,2.0,2.0,7.0,2.0,4.0,27.0,3.0,17.0,7.0,4.0,4.0,2.0,4.0,3.0,31.0,29.0,23.0,31.0,27.0,29.0,20.0,26.0,19.0,25.0,29.0,29.0,1.0,27.0,31.0
584,12,295.0,5.1,277.0,304.0,526.0,3449.0,18.0,14.0,6.2,400.0,1449.0,10.0,3.6,77.0,27.2,27.1,1.44,343.0,5.3,24.0,319.0,337.0,3598.0,26.0,17.0,6.3,496.0,2087.0,10.0,4.2,124.0,31.6,30.3,1.72,20.0,18.0,22.0,17.0,13.0,17.0,7.0,10.0,27.0,27.0,20.0,28.0,20.0,11.0,22.0,22.0,28.0,25.0,29.0,26.0,26.0,14.0,23.0,30.0,24.0,11.0,19.0,12.0,29.0,24.0
585,13,333.0,5.1,294.0,313.0,562.0,3514.0,27.0,22.0,5.7,419.0,1712.0,8.0,4.1,87.0,31.6,26.3,1.66,409.0,5.3,30.0,284.0,278.0,3355.0,30.0,15.0,6.6,443.0,1715.0,15.0,3.9,88.0,37.3,26.3,2.05,13.0,10.0,11.0,6.0,10.0,4.0,24.0,16.0,20.0,18.0,26.0,15.0,9.0,18.0,8.0,27.0,16.0,14.0,13.0,17.0,29.0,20.0,28.0,15.0,14.0,22.0,13.0,4.0,16.0,29.0
586,14,294.0,5.2,295.0,327.0,568.0,3558.0,19.0,16.0,5.9,424.0,1777.0,11.0,4.2,93.0,27.0,26.9,1.42,321.0,5.0,28.0,268.0,298.0,3430.0,25.0,15.0,6.0,428.0,1545.0,7.0,3.6,83.0,27.6,24.8,1.47,21.0,9.0,10.0,5.0,8.0,15.0,13.0,14.0,19.0,15.0,14.0,11.0,21.0,14.0,23.0,16.0,14.0,16.0,6.0,21.0,24.0,20.0,21.0,12.0,8.0,4.0,7.0,23.0,10.0,14.0
587,15,336.0,5.2,288.0,307.0,515.0,3558.0,23.0,17.0,6.4,468.0,1794.0,12.0,3.8,87.0,28.2,27.4,1.56,388.0,5.5,24.0,300.0,328.0,4084.0,27.0,13.0,6.9,405.0,1431.0,17.0,3.5,79.0,34.0,28.3,1.93,12.0,8.0,17.0,19.0,8.0,9.0,15.0,9.0,11.0,12.0,12.0,23.0,19.0,10.0,13.0,25.0,25.0,25.0,22.0,31.0,27.0,25.0,30.0,5.0,5.0,27.0,6.0,6.0,22.0,25.0
588,16,285.0,4.4,238.0,279.0,466.0,2801.0,18.0,21.0,5.4,417.0,1351.0,8.0,3.2,78.0,24.5,21.1,1.27,319.0,4.9,42.0,295.0,309.0,3089.0,18.0,33.0,5.2,494.0,2208.0,11.0,4.5,112.0,26.5,25.9,1.36,25.0,31.0,30.0,25.0,28.0,17.0,23.0,23.0,21.0,31.0,26.0,31.0,27.0,30.0,27.0,15.0,22.0,1.0,18.0,10.0,11.0,1.0,5.0,29.0,29.0,17.0,26.0,24.0,15.0,8.0
589,17,399.0,5.2,316.0,364.0,553.0,3707.0,27.0,9.0,6.4,450.0,1654.0,14.0,3.7,102.0,36.2,28.9,1.97,327.0,5.1,24.0,296.0,290.0,3083.0,16.0,17.0,5.4,433.0,1988.0,17.0,4.6,104.0,30.4,26.4,1.6,4.0,7.0,5.0,11.0,4.0,4.0,1.0,8.0,12.0,24.0,9.0,26.0,4.0,6.0,4.0,19.0,18.0,25.0,19.0,9.0,7.0,14.0,7.0,14.0,22.0,27.0,28.0,14.0,17.0,19.0
590,18,291.0,5.1,280.0,278.0,485.0,3308.0,19.0,17.0,6.0,439.0,1762.0,9.0,4.0,85.0,30.3,27.0,1.51,377.0,6.1,30.0,298.0,331.0,3902.0,29.0,18.0,7.1,405.0,1943.0,13.0,4.8,95.0,33.9,32.2,1.95,23.0,15.0,21.0,23.0,17.0,15.0,15.0,12.0,16.0,16.0,23.0,16.0,13.0,13.0,19.0,24.0,30.0,14.0,21.0,30.0,28.0,13.0,31.0,5.0,21.0,20.0,30.0,7.0,31.0,26.0
591,19,340.0,4.7,304.0,312.0,511.0,2940.0,26.0,19.0,5.3,481.0,1877.0,7.0,3.9,106.0,32.8,24.7,1.66,339.0,5.0,37.0,292.0,308.0,3282.0,23.0,22.0,5.9,406.0,1492.0,9.0,3.7,86.0,30.5,25.4,1.6,10.0,22.0,7.0,20.0,25.0,8.0,18.0,26.0,6.0,10.0,30.0,19.0,6.0,24.0,9.0,21.0,8.0,5.0,17.0,16.0,20.0,6.0,18.0,7.0,6.0,7.0,9.0,13.0,13.0,18.0
592,20,390.0,5.8,282.0,314.0,510.0,3770.0,32.0,15.0,7.1,410.0,1693.0,11.0,4.1,72.0,32.3,27.8,1.85,266.0,4.7,39.0,278.0,341.0,3168.0,14.0,20.0,5.0,406.0,1769.0,10.0,4.4,83.0,23.7,25.3,1.21,5.0,6.0,20.0,21.0,3.0,2.0,11.0,2.0,24.0,21.0,14.0,13.0,8.0,9.0,5.0,5.0,12.0,2.0,10.0,15.0,4.0,9.0,1.0,7.0,16.0,11.0,22.0,27.0,11.0,5.0
593,21,371.0,4.9,292.0,306.0,482.0,3089.0,21.0,15.0,5.9,473.0,1793.0,15.0,3.8,101.0,32.4,26.2,1.75,272.0,5.3,35.0,303.0,299.0,3497.0,15.0,22.0,6.0,429.0,1855.0,7.0,4.3,99.0,27.7,28.4,1.3,6.0,19.0,13.0,24.0,22.0,11.0,11.0,15.0,8.0,13.0,7.0,24.0,7.0,19.0,7.0,6.0,24.0,8.0,26.0,24.0,6.0,6.0,19.0,13.0,19.0,4.0,21.0,22.0,24.0,6.0
594,22,308.0,5.2,274.0,272.0,464.0,2741.0,17.0,14.0,5.7,445.0,2054.0,11.0,4.6,105.0,29.5,27.0,1.52,295.0,5.0,39.0,284.0,313.0,2999.0,14.0,20.0,5.5,481.0,2154.0,15.0,4.5,116.0,28.0,28.1,1.48,17.0,24.0,24.0,26.0,29.0,22.0,7.0,18.0,14.0,4.0,14.0,3.0,16.0,12.0,16.0,12.0,19.0,2.0,13.0,7.0,4.0,9.0,8.0,25.0,28.0,22.0,27.0,18.0,21.0,15.0
595,23,399.0,5.2,316.0,364.0,553.0,3707.0,27.0,9.0,6.4,450.0,1654.0,14.0,3.7,102.0,36.2,28.9,1.97,327.0,5.1,24.0,296.0,290.0,3083.0,16.0,17.0,5.4,433.0,1988.0,17.0,4.6,104.0,30.4,26.4,1.6,4.0,7.0,5.0,11.0,4.0,4.0,1.0,8.0,12.0,24.0,9.0,26.0,4.0,6.0,4.0,19.0,18.0,25.0,19.0,9.0,7.0,14.0,7.0,14.0,22.0,27.0,28.0,14.0,17.0,19.0
596,24,303.0,4.7,299.0,320.0,557.0,3314.0,18.0,20.0,5.6,483.0,1810.0,11.0,3.7,92.0,29.2,25.3,1.45,265.0,4.4,28.0,262.0,321.0,3035.0,16.0,16.0,5.1,410.0,1411.0,10.0,3.4,81.0,22.1,21.8,1.17,18.0,14.0,8.0,7.0,16.0,17.0,20.0,20.0,5.0,11.0,14.0,25.0,18.0,22.0,20.0,4.0,2.0,16.0,3.0,8.0,7.0,17.0,2.0,9.0,4.0,11.0,3.0,28.0,1.0,4.0
